paragraph_index,text,assigned_narrator,confidence,probabilities
13,(My sister turned seventeen in a mental health clinic; I brought our birthday cake to her there.),4,1.0,"[0.0, 0.0, 0.0, 0.0, 1.0]"
14,"Miri’s accusations, her whole manner that night scared the shit out of me. She looked in my directio...",1,0.9399155672487198,"[7.407021384370172e-13, 0.9399155672487198, 0.060064478930562964, 9.523291839803854e-24, 1.995381997655722e-05]"
15,I went up to my room. Miri didn’t call after me. I don’t think she came upstairs again. Or she may h...,1,0.9973123463426639,"[1.3276806601340898e-11, 0.9973123463426639, 0.0026870553885108873, 5.903370212430503e-16, 5.982555481506701e-07]"
16,"That last time I saw Miri, she wasn’t wearing any shoes. Five months ago I took that as security tha...",1,0.9999556820533787,"[1.025867018060579e-15, 0.9999556820533787, 4.4291879885631484e-05, 3.6016750052120847e-14, 2.6066698427159133e-08]"
17,A part of me knows that we can’t find her because something has happened to her.,1,0.999999995731848,"[9.706294422158338e-29, 0.999999995731848, 4.26815189748473e-09, 2.068395816683415e-140, 1.9619100894306373e-23]"
18,"(homesick, home sick)",1,0.9999990933780214,"[3.0596626477941326e-89, 0.9999990933780214, 9.066219790186883e-07, 7.521142344518372e-192, 1.129457154720852e-23]"
19,Miranda can’t come in today Miranda has a condition called pica she has,1,0.999999999940742,"[4.551321265047694e-46, 0.999999999940742, 5.925811139278837e-11, 8.060611704860158e-176, 4.999624508098293e-28]"
20,eaten a great deal of chalk—she really can’t help herself—she has been,1,0.9999999897138725,"[3.899615144672377e-41, 0.9999999897138725, 1.0286127515441265e-08, 2.2176028752155257e-69, 7.107000576242898e-18]"
21,"very ill—Miranda has pica she can’t come in today, she is stretched out",1,0.9999993732325062,"[9.309036642115876e-37, 0.9999993732325062, 6.2676749415279e-07, 1.0998263330649022e-95, 1.5208708780234834e-18]"
22,inside a wall she is feasting on plaster she has pica,1,0.9999999999995337,"[1.0725302957351362e-30, 0.9999999999995337, 4.665298241816736e-13, 9.999162774073898e-74, 4.900123651390648e-25]"
23,"I’ve been dialling her phone, the phone she lost months ago, as if she might have caught up with it ...",1,0.9999931091219082,"[3.273544708626176e-14, 0.9999931091219082, 6.8908444759030394e-06, 4.223694432561225e-87, 3.3583581492539966e-11]"
24,I know she’s not there.,1,0.9999999998394853,"[1.0250488463373346e-55, 0.9999999998394853, 1.6051469284517114e-10, 9.599792118890619e-235, 2.4352375617227408e-36]"
25,"But I wrote, Miri I’m lonely.",1,0.9999999558508815,"[2.570636247765752e-54, 0.9999999558508815, 4.4149118543087785e-08, 9.596917955281605e-199, 4.005720160596437e-19]"
26,I dropped the words onto the paper so hard that they’re doubled by the thin perforations around them...,1,0.9999999740595492,"[2.234977537977526e-24, 0.9999999740595492, 2.594045064936909e-08, 3.909827163293867e-107, 4.277875537985455e-20]"
27,"I wouldn’t have bothered trying to tell her, I wouldn’t have written to her if",1,0.9999999031356588,"[6.769395760347919e-19, 0.9999999031356588, 9.686431514624544e-08, 2.311699766642635e-78, 2.60635540198559e-14]"
28,"What I mean is, each act of speech stands on the belief that someone will hear. My note to Miri says...",1,0.999961441725878,"[1.858595550158831e-14, 0.999961441725878, 3.8556718798369474e-05, 7.799532663863155e-37, 1.555304779337837e-09]"
29,me I will not allow her to live,1,0.9999999999999991,"[2.0337262713018638e-44, 0.9999999999999991, 7.734692740533923e-16, 2.4205678183667994e-188, 9.84473690793954e-38]"
30,WHAT HAPPENED TO LILY SILVER?,2,1.0,"[0.0, 0.0, 1.0, 0.0, 5.422119389736146e-147]"
31,"Miranda lay beside me on the grass that circled the mill pond, her lecture notebook opened up on her...",1,0.999998811271174,"[3.4520990672342274e-23, 0.999998811271174, 1.1887176294102408e-06, 9.479153179673358e-26, 1.119628406901423e-11]"
32,"Miranda spoke so quietly I had to move closer to her, my ear to her lips. “It’s Eliot’s fault,” she ...",1,0.9999795911617144,"[1.1466149411260706e-25, 0.9999795911617144, 2.040883631822867e-05, 2.0025845977046017e-67, 1.9671798988565347e-12]"
33,"When I looked at her, she smiled brightly. Incongruous smiles were a sort of nervous thing with Mira...",1,0.999998080171247,"[1.431568108227638e-20, 0.999998080171247, 1.918341300111559e-06, 4.480841241177618e-23, 1.4874531266865065e-09]"
34,I spent Lily’s second night in Haiti on Miri’s bedroom floor. Miri switched off the light and folded...,1,0.9999740820107605,"[5.471826568929017e-11, 0.9999740820107605, 2.591784576483361e-05, 1.8515522154649694e-28, 8.875662224760642e-11]"
35,"I leaned my back against her desk, wrapped blankets around my shoulders and tried to read with a fla...",1,0.9999999691472345,"[6.313505506353927e-42, 0.9999999691472345, 3.0852765462987587e-08, 1.1570835681014965e-127, 8.336147992427112e-18]"
36,"The weird thing started when I said to Miri, “Don’t fall asleep yet.” The “please” hugged the roof o...",1,0.9999999147535735,"[8.242656309137473e-69, 0.9999999147535735, 2.7940790990564432e-11, 6.10214884300723e-247, 8.521848573092613e-08]"
37,"Miri said, “You’re scared about Lily.”",1,0.9999227582885793,"[7.340845767793288e-59, 0.9999227582885793, 7.724171142080496e-05, 3.27027709030647e-265, 3.323528335396909e-17]"
38,"I didn’t answer. I tried to picture our mother in Haiti and I saw her in a tower built of guns, heav...",1,0.9999998033418589,"[4.52366018681124e-36, 0.9999998033418589, 1.966581371005069e-07, 1.713223692377734e-48, 4.100983996996025e-15]"
39,Lily’s eye transformed places. She looked at structures and they turned inside out and offered her t...,2,0.9996796018695083,"[3.802446593469119e-18, 0.0, 0.9996796018695083, 1.141450024081124e-14, 0.00032039813048015777]"
40,"Lily was the changer who came home the same. But that last time the signs were bad. When she left, s...",2,0.9994198812420928,"[1.3012100089640385e-24, 0.0, 0.9994198812420928, 3.1964758925783103e-07, 0.0005797991103179964]"
41,"Miri said sleepily, “The goodlady will take care of Lily. She promised.”",1,0.9999975923299272,"[5.073734061710182e-45, 0.9999975923299272, 2.407670043094126e-06, 1.9895672007403098e-119, 2.937645800467192e-14]"
42,"I skipped a beat, then said: “Stay up, just for a bit more. Tell me a Herodotus story or something.”",1,0.9999893249888409,"[6.703036785541128e-52, 0.9999893249888409, 1.0675011147209222e-05, 2.703976921440406e-72, 1.172714147811363e-14]"
43,"She grumbled, “Tired.”",1,0.9998137825055143,"[1.3272730992167178e-81, 0.9998137825055143, 0.00018621749448594394, 0.0, 3.3558565863926134e-28]"
44,"A small, stiff thing coursed through the dark and sank cold claws into my head. I switched Miri’s la...",1,0.9023610379409182,"[6.7712058796218665e-21, 0.9023610379409182, 0.09761625503170412, 2.2902917651447058e-21, 2.2707027377686362e-05]"
45,She opened her eyes. “What do you mean?”,2,1.0,"[1.9838568800672946e-212, 0.0, 1.0, 1.4281515839456818e-227, 9.696033896402555e-18]"
46,"“Quick, we’ve got to remember her. What can you remember?”",2,0.9999999999998912,"[9.210030552565346e-126, 0.0, 0.9999999999998912, 1.3423007612126428e-217, 1.0879753869567319e-13]"
47,"Miri’s eyes narrowed and she took a long time to reply. “Lily’s . . . hair,” she said, finally. “The...",1,0.9995655576634888,"[6.334390994641248e-25, 0.9995655576634888, 0.0004344418613724028, 1.9687914336075655e-60, 4.751391275762104e-10]"
48,“We need more than that. What else do we know? What else is real about her?”,2,1.0,"[0.0, 0.0, 1.0, 1.783061915335362e-141, 1.3229956400298267e-29]"
49,"“Miri, you’d better fucking stay awake. I mean it. Stay awake or Lily will die.”",1,0.9999969606253719,"[1.0278465618723249e-43, 0.9999969606253719, 3.0393734867149244e-06, 1.312312107079834e-167, 1.1413891999031619e-12]"
50,Shrill singing between my ears.,1,1.0,"[6.625037106564762e-48, 1.0, 3.5943666440745886e-19, 1.4627706670092376e-170, 6.342351475709393e-26]"
51,"“Why are you saying this? It’s not true,” Miri said. “The goodlady—”",2,0.999999999995278,"[7.725390753443724e-29, 0.0, 0.999999999995278, 1.6724422744920145e-196, 4.721969224267115e-12]"
52,"“No. There is no such thing, Miri. Grow up.”",1,0.9999559036892947,"[5.669588273003239e-61, 0.9999559036892947, 4.4096310705333294e-05, 8.608836742298326e-257, 6.157576221021863e-17]"
53,"She slid up out of the covers, gasping, her face mottled pink and white as if she had come from a pl...",1,0.9999957607899732,"[3.0307587633405944e-19, 0.9999957607899732, 4.239156102140234e-06, 7.943551041202544e-47, 5.3924284815628406e-11]"
54,“Don’t say that. There is such a thing.”,1,0.9999997745894518,"[1.1295830022012887e-45, 0.9999997745894518, 2.2541054819140828e-07, 2.174979299451e-311, 7.963756834094118e-25]"
55,"She was about to cry. There was a change in the shadows and I twisted around, looking into the corne...",1,0.9999999839323676,"[9.553687527892825e-31, 0.9999999839323676, 1.606763104050734e-08, 2.2272562651644167e-68, 1.604767697756347e-15]"
56,Miri is the older twin. Maybe she has seen things that craned their necks to look at her and then wi...,1,0.9999982090380939,"[1.9541968281044365e-26, 0.9999982090380939, 1.7909619014744685e-06, 1.875356040394021e-57, 4.82443057048111e-15]"
57,"“Come on, don’t be a baby. Just remember something.”",1,0.9999779611343861,"[5.373640983980689e-49, 0.9999779611343861, 2.2038865613846462e-05, 2.48351103028466e-183, 2.760557216375729e-20]"
58,"“Lily smells of the ghosts of roses,” Miri murmured. “Lily is so small she fits under Dad’s chin. Li...",1,0.9991366553585624,"[2.260897515075598e-39, 0.9991366553585624, 0.0008633446395993982, 7.885965814715268e-63, 1.8382985656773194e-12]"
59,"“Stay awake,” I warned, and lay down with ice in my chest. I fell asleep to the sound of Miri listin...",1,0.9807639826921407,"[1.733634257273035e-24, 0.9807639826921407, 0.019231898449360463, 2.5951713255726355e-30, 4.118858498818206e-06]"
60,"In the morning Miri was still sitting up, her arms stiff on the bedspread before her, gone so deep i...",0,1.0,"[1.0, 0.0, 0.0, 3.3615648670965733e-28, 0.0]"
61,"Later—when Dad told us what the voice in the phone had told him—prim, slender Miri folded her hands ...",1,0.9999793269412776,"[6.513288138135616e-12, 0.9999793269412776, 2.0634173950937523e-05, 8.165584684129819e-21, 3.8878258212973016e-08]"
62,The twins were sixteen and a half when their mother died. She was shot in Port-au-Prince; gunfire sp...,4,1.0,"[0.0, 0.0, 0.0, 4.0599032734365856e-26, 1.0]"
63,That day two bullets were for her; they found her and leapt into her lung. She fell amidst milling f...,4,0.9999867379384264,"[0.0, 0.0, 0.0, 1.3262061573147581e-05, 0.9999867379384264]"
64,"Stupid, stupid; Lily had been warned not to go to Haiti. I warned her.",4,1.0,"[0.0, 0.0, 0.0, 6.949986849018754e-215, 1.0]"
65,"Why do people go to these places, these places that are not for them?",2,1.0,"[0.0, 0.0, 1.0, 1.3377062140451642e-85, 1.9445261849270395e-41]"
66,It must be that they believe in their night vision. They believe themselves able to draw images up o...,1,0.999999992641257,"[1.2557703870526924e-20, 0.999999992641257, 7.35873562348777e-09, 1.211786865935509e-59, 7.062950409646631e-15]"
67,But black wells only yield black water.,1,1.0,"[1.4962668903630945e-97, 1.0, 2.6067429436617532e-17, 4.212539023370943e-187, 1.7192052049303867e-25]"
68,"is not tall. He is pale and the sun fails on his skin. He used to write restaurant reviews, plying a...",4,0.9999999998760565,"[0.0, 0.0, 0.0, 1.2394341040998411e-10, 0.9999999998760565]"
69,He wooed his wife with peach tarts he’d learnt from his pastry-maker father. The peaches fused into ...,1,0.9999999473944405,"[1.7080290044357876e-18, 0.9999999473944405, 5.25989266075389e-08, 6.833111957184017e-30, 6.632453251786938e-12]"
70,His fingers are ruined by too close and careless contact with heat; the parts that touch each other ...,4,1.0,"[0.0, 0.0, 0.0, 2.611892902194973e-83, 1.0]"
71,"One night she said to him, “I love you, do you love me?” She said it as lightly as such a thing can ...",4,0.9980835940567409,"[4.8125715483739196e-29, 0.0, 0.0019164059432589945, 1.629059294391104e-281, 0.9980835940567409]"
72,"He seems always to be waiting, his long face quiet, a dark glimmer in his heavy-lidded eyes. Waiting...",4,1.0,"[0.0, 0.0, 0.0, 6.3224180205619384e-18, 1.0]"
73,"Meanwhile he has the bed-and-breakfast to run, he has cooking to oversee, peach tarts to make for th...",4,1.0,"[0.0, 0.0, 0.0, 2.6070012968502065e-28, 1.0]"
74,"Nobody knew what to say to Luc. His children were closest to knowing, but Miranda was mad and when s...",1,0.9999755592216482,"[9.820090927300603e-13, 0.9999755592216482, 2.4439540094327793e-05, 4.869871718916257e-71, 1.2372758342980734e-09]"
75,"I find Luc interesting. He really has no idea what to do now, and because he is not mine I don’t car...",1,0.9875673748224512,"[6.048259305421399e-15, 0.9875673748224512, 0.012430450326335548, 1.3860942512565338e-11, 2.1748373464302136e-06]"
76,My father is very brief. All in the most likeable manner possible—he gets this look of discomfort wh...,2,0.9988818478815511,"[9.505850308012227e-14, 0.0, 0.9988818478815511, 1.7019174902116886e-14, 0.0011181521183368233]"
77,If I was going on a trip or something it was a simple matter of handing him a letter or an itinerary...,4,1.0,"[0.0, 0.0, 0.0, 6.597754999995239e-49, 1.0]"
78,"Are you now resentful is always a genuine question from him. We never, ever said yes. It was my dad’...",1,0.9965970816324218,"[2.1297963589598705e-12, 0.9965970816324218, 0.003402685639865761, 4.857949710923206e-17, 2.3272558232690838e-07]"
79,Lily wanted to put the Dover house up to let and use the money to pay the rent on our flat in London...,2,0.999999983123507,"[6.996999645302075e-34, 0.0, 0.999999983123507, 5.390370660906225e-51, 1.687649330695059e-08]"
80,"Dad spent about six months working on Lily. The facts, figures and written proposals he’d prepared f...",4,0.9999999999553522,"[0.0, 0.0, 0.0, 4.46482207174855e-11, 0.9999999999553522]"
81,"Miri and I were ten; Dad spent some time with a big map, planning a scenic route, and then he drove ...",4,1.0,"[0.0, 0.0, 0.0, 1.2254516049915212e-102, 1.0]"
82,Our new house had two big brown grids of windows with a row of brick in between each grid. No window...,2,0.8487174491768791,"[8.445063766255564e-44, 5.818425030476549e-08, 0.8487174491768791, 3.6210399904633904e-08, 0.15128245642847105]"
83,The first thing Lily showed us inside was the dusty marble fireplace. It was so big that Miri could ...,1,0.9999869497180389,"[1.515078738893282e-16, 0.9999869497180389, 1.3048849975096455e-05, 3.733939128705074e-39, 1.431985419159181e-09]"
84,but ended up choking on a puff of dust that bolted down the chimney. Next Lily showed us the little ...,4,1.0,"[0.0, 0.0, 0.0, 8.801499062469232e-173, 1.0]"
85,"Miri and I conferred and decided that we liked the tallness of the house, the way the walls shoot up...",2,0.6697328406384845,"[1.863028175155455e-12, 0.3281280963214321, 0.6697328406384845, 9.606107487176133e-10, 0.0021390620776096363]"
86,We thought it would be hard to make friends because of the way people came out and stared at us in t...,4,1.0,"[0.0, 0.0, 0.0, 4.527853927882648e-83, 1.0]"
87,"Actually, when we were sixteen Miri gave me the task of telling Martin that he didn’t stand a chance...",1,0.9754884541618619,"[2.1319018569957793e-35, 0.9754884541618619, 6.670765019606482e-22, 0.0, 0.024511545838138363]"
88,Martin and a couple of others came around to smoke and watch what promised to be “strange and unusua...,1,0.9999999399814902,"[1.0640243561494752e-25, 0.9999999399814902, 6.001289734764002e-08, 1.2362303150556222e-35, 5.6124569273000835e-12]"
89,"Martin didn’t say anything himself, but I knew that he was gutted and I didn’t let him pay for his s...",4,1.0,"[0.0, 0.0, 0.0, 2.3077103795533424e-209, 1.0]"
90,"So Martin was the first friend, but the other kids he brought liked the house too.",1,0.9999998370694021,"[5.303623336691983e-37, 0.9999998370694021, 1.6293059789878516e-07, 1.474136833107085e-56, 1.0502838284318182e-17]"
91,"For a few months after we moved in it was just Lily, Miri, Dad and me in the house, no guests. Decor...",4,0.9992634334784825,"[0.0, 0.0, 0.0, 0.0007365665215172511, 0.9992634334784825]"
92,There is another shelter inside the house. It is beneath the sitting room with the fireplace; it is ...,4,1.0,"[0.0, 0.0, 0.0, 1.5321430193643858e-150, 1.0]"
93,"What took getting used to in Dover were the gulls and their croaky sobs, and the sense of climbing u...",4,1.0,"[0.0, 0.0, 0.0, 4.9869002434315736e-70, 1.0]"
94,"Miri’s room was darker than mine, even before she took to keeping her curtains drawn at all times an...",4,1.0,"[0.0, 0.0, 0.0, 1.696032588727472e-144, 1.0]"
95,"Dad had been a waiter, then a trainee chef, then a food critic, and each job had bored him to the po...",4,1.0,"[0.0, 0.0, 0.0, 1.4494045843484172e-17, 1.0]"
96,"When Lily died, and here I am telling it exactly as it was, Dad got even more control of the house. ...",4,1.0,"[0.0, 0.0, 0.0, 5.150511801468972e-62, 1.0]"
97,"Without saying a word I kept daring him. Fall apart, fall apart. If I could have seen a button to pr...",1,0.9999878540748952,"[2.90275666347371e-18, 0.9999878540748952, 1.2145159541951034e-05, 7.147054920898708e-66, 7.655626983104098e-10]"
98,"is a medical term for a particular kind of disordered eating. It’s an appetite for non-food items, t...",3,0.9999998491665127,"[1.4905784301310017e-169, 1.8813722980224001e-34, 1.909030585813699e-11, 0.9999998491665127, 1.5081439706064272e-07]"
99,It runs in the family. Anna Good had it in 1938; a year before she became Anna Silver. She ruined he...,4,1.0,"[0.0, 0.0, 0.0, 1.3132893088177322e-129, 1.0]"
100,"One evening she pattered around inside me, sipping something strong that wedged colour into her chee...",1,0.8505025476185659,"[3.879748504926994e-11, 0.8505025476185659, 0.14921604906269464, 1.3795440795366333e-22, 0.000281403279941919]"
101,(let you out from where?,2,1.0,"[0.0, 0.0, 1.0, 1.481452283122429e-268, 2.8506737691062494e-44]"
102,"let me out from the small, the hot, the take me out of the fire i am ready i am hard like the stones...",1,0.9999999987792929,"[1.2522106245304733e-44, 0.9999999987792929, 3.2912198278623033e-10, 1.7969330405315856e-252, 8.915851884067303e-10]"
103,"the moonlight striped her, marked out places where the whispering thing would slip through and she w...",1,0.9999997425666856,"[1.3691944222304766e-21, 0.9999997425666856, 2.5482728152271213e-07, 2.1838373095832012e-71, 2.606032975115686e-09]"
104,"Anna Good you are long gone now, except when I resurrect you to play in my puppet show, but you forg...",1,0.999927401481891,"[1.3007256749102776e-09, 0.999927401481891, 7.243409152238656e-05, 3.2694303921119866e-83, 1.631258611685148e-07]"
105,"Anna Good there was another woman, long before you, but related. This woman was thought an animal. H...",1,0.9985697254496634,"[1.3073549019902048e-10, 0.9985697254496634, 0.001427523961243114, 1.0712693396019418e-23, 2.7504583575534287e-06]"
106,But Miranda . . . you are listening too.,1,0.9999813271250051,"[1.906999324996093e-27, 0.9999813271250051, 1.8672874994954306e-05, 2.219586943568316e-125, 1.2023774010846773e-21]"
107,"It is useful, instructive, comforting to know that you are not alone in your history.",1,0.9999989685394058,"[5.731597519235287e-37, 0.9999989685394058, 1.0314605207426498e-06, 1.5923945727000292e-251, 7.333461004836942e-14]"
108,So I have done you good,1,1.0,"[1.2199927459268304e-59, 1.0, 3.7188718382566338e-16, 4.398985993358211e-252, 4.1237139060478263e-41]"
109,"finally discharged herself from the clinic, Eliot and her father came to collect her. They looked at...",4,1.0,"[0.0, 0.0, 0.0, 5.561640096083052e-18, 1.0]"
110,"It had been six months since then but her hair had been kept short. She didn’t know why, she couldn’...",4,1.0,"[0.0, 0.0, 0.0, 1.0208125804662206e-26, 1.0]"
111,The two doctors who had been “working with” her at the clinic had mistook her resignation for stubbo...,1,0.9999617213631609,"[1.968764176962849e-09, 0.9999617213631609, 3.8178455596860334e-05, 2.0532294374273815e-15, 9.821247630336449e-08]"
112,She had had such a strong feeling that she needed to talk to someone who would tell her some secret ...,2,0.9263499144609003,"[1.8508104250079393e-80, 0.0, 0.9263499144609003, 4.8365932692075605e-18, 0.07365008553909969]"
113,Whenever she tried to think about the long night before the bad morning on which Eliot had found her...,1,0.787145129044837,"[6.954092423331615e-13, 0.787145129044837, 0.21234397525744536, 1.1484892561557978e-21, 0.0005108956970221422]"
114,She hadn’t told Eliot about it when he came to visit; instead she had taken to asking him whether he...,4,1.0,"[0.0, 0.0, 0.0, 4.0471528814301654e-261, 1.0]"
115,Eliot was wearing his reading glasses now; he’d climbed into the car with a hardback about the histo...,4,1.0,"[0.0, 0.0, 0.0, 4.538144902778115e-24, 1.0]"
116,"Eliot yawned, as he did when uncomfortable. “I told Cambridge that I’d read it and now I’ve got to m...",1,0.9999918694654125,"[1.0625072311292678e-28, 0.9999918694654125, 8.130534400859287e-06, 7.394304863459739e-112, 1.8657353831552708e-13]"
117,"She said, “You’re applying to Cambridge?”",2,1.0,"[6.511876701245765e-201, 0.0, 1.0, 5.162356289179687e-247, 2.2607428578022873e-19]"
118,"Uncertainty worked his mouth. She thought she had wobbled in her seat, then realised she hadn’t move...",4,1.0,"[0.0, 0.0, 0.0, 2.6825126126927536e-29, 1.0]"
119,"The first week Miranda and Eliot had moved to Dover, they’d played King Arthur’s Court with Martin, ...",1,0.971036171426456,"[1.9939286976130885e-10, 0.971036171426456, 0.02894231384671082, 1.1317581341802116e-37, 2.1514527440342308e-05]"
120,"He’d said, “I know, but just in case.” Eliot at ten was slight and earnest, his face all eyes. He’d ...",1,0.9998513482961784,"[3.8867564889856275e-10, 0.9998513482961784, 0.00014800551157810967, 1.8561116647388935e-38, 6.458035676632858e-07]"
121,"Now she looked at him, at the awkward length of him, so carefully arranged to fit the space in the f...",1,0.9999878708046287,"[5.225663472713355e-09, 0.9999878708046287, 1.2108516992654675e-05, 7.230879122674576e-27, 1.5452715080899092e-08]"
122,"She said plaintively, “Is it too late to apply?”",2,1.0,"[2.3560808088526567e-192, 0.0, 1.0, 7.714481536092972e-268, 1.0365690635568247e-23]"
123,She felt Luc and Eliot not looking at each other.,1,0.9999999999933076,"[2.195149213993931e-34, 0.9999999999933076, 6.692469943098753e-12, 3.297646969974698e-215, 1.0861823169096723e-24]"
124,"“I didn’t know you even wanted to go there. If you want you can apply next year,” Luc offered.",1,0.9999904009251093,"[3.270024061857554e-41, 0.9999904009251093, 9.5990748909003e-06, 9.56655607698323e-135, 1.9872661405120716e-16]"
125,"Miranda waited, then said, “But what will I do for a whole year?”",2,0.9999999999999734,"[4.000279857849888e-105, 0.0, 0.9999999999999734, 6.363761372413158e-156, 2.6811283662039083e-14]"
126,"Neither of them answered her. She supposed the answer was, Get better. The thought of a slow and mea...",1,0.999980272944233,"[1.4514753212052099e-22, 0.999980272944233, 1.9725429150842733e-05, 6.936653453250198e-62, 1.626616168436325e-09]"
127,"Eliot twisted around in his seat. “Look Miri, it’s not . . . you can’t just . . . you need to really...",1,0.9510392139632043,"[1.2214208423895424e-24, 0.9510392139632043, 0.04895755488329345, 2.1849440950765766e-57, 3.2311535021383177e-06]"
128,"Miranda spun the combination locks of her suitcase. “Well, what course are you applying to? What col...",2,0.9999999999252012,"[1.5038718685408298e-228, 0.0, 0.9999999999252012, 1.2355429968287329e-41, 7.479883066128047e-11]"
129,"Luc didn’t make a sound, but he looked into the rearview mirror and she saw the groan on his face. E...",4,1.0,"[0.0, 0.0, 0.0, 2.0138678160446908e-18, 1.0]"
130,"Eliot passed her a newspaper, The Dover Post, rolled up. It took her a second to get her eyes focuse...",2,0.9940817785017484,"[1.7652706980455256e-10, 0.0, 0.9940817785017484, 4.305885938369579e-20, 0.005918221321724616]"
131,The main picture was of a boy a little older than her. He was wearing a denim jacket that looked too...,4,1.0,"[0.0, 0.0, 0.0, 4.168520015422266e-99, 1.0]"
132,"She was not sure how to pronounce his name, not even in her head would the sound make any sense. She...",1,0.9997146899574904,"[8.479517514117046e-13, 0.9997146899574904, 0.00028528441277536637, 1.345669108908087e-20, 2.562888641888026e-08]"
133,Eliot told Miranda that it was a sign of the community closing to protect its own. “It’s refugees ki...,1,0.9684268675797901,"[6.401373549462801e-12, 0.9684268675797901, 0.03143220403397793, 7.018632563086166e-11, 0.00014092830964411253]"
134,Miranda slumped in her seat. What Eliot was saying made sense but it didn’t. There was an untruth to...,1,0.9999979758972039,"[1.2294954425501672e-18, 0.9999979758972039, 2.0239687557286163e-06, 1.08444374261839e-70, 1.3403995087264636e-10]"
135,"“You sound like you’re quoting from some sort of textbook. Far too general. Besides, why would you s...",2,0.9999999999979969,"[6.516398136957576e-90, 0.0, 0.9999999999979969, 9.579147236187902e-49, 2.003024045099018e-12]"
136,“Because they’re even more hostile to the police than they are to each other? Because the truth is t...,2,1.0,"[0.0, 0.0, 1.0, 1.156477773232715e-76, 2.9020527594553605e-38]"
137,"Luc shook his head. “One moment, Eliot. Put the sociological exercise aside. Since we’re talking abo...",2,0.9999917783647114,"[2.800604596730519e-24, 0.0, 0.9999917783647114, 1.2975100889004236e-45, 8.221635288684534e-06]"
138,"Miranda shook her head, then nodded, unsure which movement was appropriate. She handed the newspaper...",1,0.9999998991821617,"[9.231149675378952e-25, 0.9999998991821617, 1.00773630702791e-07, 1.9144104666246659e-31, 4.420769955239161e-11]"
139,"The car stopped at a traffic light, the last one before home. There were some girls sitting on the b...",3,0.998671566316912,"[0.0, 0.0, 0.0, 0.998671566316912, 0.0013284336830883712]"
140,"Miranda couldn’t think what they wanted with her, those girls. She blurted, “Drive faster—”",1,0.9999919364778828,"[2.9337917716072826e-30, 0.9999919364778828, 8.063522104958661e-06, 3.6483412413750956e-142, 1.1980377834378369e-14]"
141,"Eliot laughed. “It’s alright,” he said. “They’ve given up.”",1,0.9999470763771983,"[1.2101593500612934e-43, 0.9999470763771983, 5.2923622785939574e-05, 5.558849177467771e-231, 1.5453636071413588e-14]"
142,"The girls had stopped and were a street behind, each of them bent over, holding their sides. The gir...",1,0.9999966119730592,"[1.683503931951787e-20, 0.9999966119730592, 3.3880259163755066e-06, 6.87700754962514e-38, 1.0246886484583122e-12]"
