paragraph_index,text,assigned_narrator,confidence,probabilities
25,Miri is the older twin. Maybe she has seen things that craned their necks to look at her and then wi...,6,0.9999999999955644,"[0.0, 0.0, 0.0, 0.0, 4.435320683046441e-12, 0.0, 0.9999999999955644, 0.0, 0.0]"
26,"Later—when Dad told us what the voice in the phone had told him—prim, slender Miri folded her hands ...",6,0.9999999998475833,"[0.0, 0.0, 0.0, 0.0, 1.524169816695821e-10, 0.0, 0.9999999998475833, 0.0, 0.0]"
27,The twins were sixteen and a half when their mother died. She was shot in Port-au-Prince; gunfire sp...,2,1.0,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
28,That day two bullets were for her; they found her and leapt into her lung. She fell amidst milling f...,2,1.0,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
29,"Stupid, stupid; Lily had been warned not to go to Haiti. I warned her.",1,1.0,"[0.0, 1.0, 0.0, 0.0, 5.904876860803656e-26, 0.0, 0.0, 0.0, 0.0]"
30,"Why do people go to these places, these places that are not for them? It must be that they believe i...",7,0.9999997059792071,"[0.0, 0.0, 2.940207922644697e-07, 0.0, 0.0, 0.0, 0.0, 0.9999997059792071, 0.0]"
31,But black wells only yield black water.,0,1.0,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
32,He wooed his wife with peach tarts he’d learnt from his pastry-maker father. The peaches fused into ...,5,0.9999999999976517,"[0.0, 0.0, 2.3483976824002117e-12, 0.0, 0.0, 0.9999999999976517, 0.0, 0.0, 0.0]"
33,His fingers are ruined by too close and careless contact with heat; the parts that touch each other ...,2,1.0,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
34,"He seems always to be waiting, his long face quiet, a dark glimmer in his heavy-lidded eyes. Waiting...",2,1.0,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
35,"Nobody knew what to say to Luc. His children were closest to knowing, but Miranda was mad and when s...",5,1.0,"[0.0, 0.0, 3.7840656052822156e-16, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
36,"I find Luc interesting. He really has no idea what to do now, and because he is not mine I don’t car...",6,0.9999999999994884,"[0.0, 0.0, 0.0, 0.0, 5.117486917322304e-13, 0.0, 0.9999999999994884, 0.0, 0.0]"
37,"Miri and I were ten; Dad spent some time with a big map, planning a scenic route, and then he drove ...",4,1.0,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
38,The first thing Lily showed us inside was the dusty marble fireplace. It was so big that Miri could ...,4,1.0,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
39,We thought it would be hard to make friends because of the way people came out and stared at us in t...,4,1.0,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
40,"Martin didn’t say anything himself, but I knew that he was gutted and I didn’t let him pay for his s...",4,1.0,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
41,"So Martin was the first friend, but the other kids he brought liked the house too.",5,1.0,"[0.0, 0.0, 5.080184763809221e-28, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
42,"For a few months after we moved in it was just Lily, Miri, Dad and me in the house, no guests. Decor...",4,1.0,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
43,There is another shelter inside the house. It is beneath the sitting room with the fireplace; it is ...,1,0.9999999947614349,"[0.0, 0.9999999947614349, 0.0, 0.0, 5.2385644817482754e-09, 0.0, 0.0, 0.0, 0.0]"
44,"What took getting used to in Dover were the gulls and their croaky sobs, and the sense of climbing u...",4,1.0,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
45,"Dad had been a waiter, then a trainee chef, then a food critic, and each job had bored him to the po...",4,1.0,"[0.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0]"
46,"Without saying a word I kept daring him. Fall apart, fall apart. If I could have seen a button to pr...",6,0.9999999999999876,"[0.0, 0.0, 0.0, 0.0, 1.3206520481941342e-14, 0.0, 0.9999999999999876, 0.0, 0.0]"
47,It runs in the family. Anna Good had it in 1938; a year before she became Anna Silver. She ruined he...,1,0.9999999994416182,"[0.0, 0.9999999994416182, 0.0, 0.0, 5.583819998214326e-10, 0.0, 0.0, 0.0, 0.0]"
48,"One evening she pattered around inside me, sipping something strong that wedged colour into her chee...",3,0.999999999305528,"[0.0, 0.0, 0.0, 0.999999999305528, 6.94472224921232e-10, 0.0, 0.0, 0.0, 0.0]"
49,"Anna Good you are long gone now, except when I resurrect you to play in my puppet show, but you forg...",6,0.9999999997014566,"[0.0, 0.0, 0.0, 0.0, 2.98542801308575e-10, 0.0, 0.9999999997014566, 0.0, 0.0]"
50,"Anna Good there was another woman, long before you, but related. This woman was thought an animal. H...",6,0.9999995539997855,"[0.0, 0.0, 0.0, 0.0, 4.460002136680554e-07, 0.0, 0.9999995539997855, 0.0, 0.0]"
51,But Miranda . . . you are listening too.,0,1.0,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
52,Miranda.,0,1.0,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
53,Look at me.,6,1.0,"[8.44099993881807e-23, 0.0, 0.0, 0.0, 1.5392422644935616e-51, 0.0, 1.0, 0.0, 0.0]"
54,"Will you not? It is useful, instructive, comforting to know that you are not alone in your history.",7,1.0,"[0.0, 0.0, 1.5258881504611117e-20, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
55,"So I have done you good and now, some harm.",0,0.9999999999940083,"[0.9999999999940083, 0.0, 0.0, 0.0, 4.494488867043953e-43, 0.0, 5.992045850315203e-12, 0.0, 0.0]"
56,"finally discharged herself from the clinic, Eliot and her father came to collect her. They looked at...",2,1.0,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
57,"It had been six months since then but her hair had been kept short. She didn’t know why, she couldn’...",2,1.0,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
58,She had had such a strong feeling that she needed to talk to someone who would tell her some secret ...,2,1.0,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
59,Whenever she tried to think about the long night before the bad morning on which Eliot had found her...,5,0.9999999999592717,"[0.0, 0.0, 4.0727730702843314e-11, 0.0, 0.0, 0.9999999999592717, 0.0, 0.0, 0.0]"
60,She hadn’t told Eliot about it when he came to visit; instead she had taken to asking him whether he...,1,0.9999999999999449,"[0.0, 0.9999999999999449, 5.4482991437089844e-14, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
61,"Uncertainty worked his mouth. She thought she had wobbled in her seat, then realised she hadn’t move...",2,1.0,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
62,"Now she looked at him, at the awkward length of him, so carefully arranged to fit the space in the f...",5,0.9999999999621529,"[0.0, 0.0, 3.784816368101334e-11, 0.0, 0.0, 0.9999999999621529, 0.0, 0.0, 0.0]"
63,She felt Luc and Eliot not looking at each other.,5,1.0,"[0.0, 0.0, 2.9351896529519675e-51, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
64,The main picture was of a boy a little older than her. He was wearing a denim jacket that looked too...,2,1.0,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
65,"She was not sure how to pronounce his name, not even in her head would the sound make any sense. She...",6,0.9999999973458884,"[0.0, 0.0, 0.0, 0.0, 2.654110979063023e-09, 0.0, 0.9999999973458884, 0.0, 0.0]"
66,Luc made a face.,0,1.0,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
67,"Miranda shook her head, then nodded, unsure which movement was appropriate. She handed the newspaper...",5,1.0,"[0.0, 0.0, 8.975782860966566e-17, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
68,"The girls had stopped and were a street behind, each of them bent over, holding their sides. The gir...",5,1.0,"[0.0, 0.0, 2.330572455815085e-16, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
69,"She had thought that coming home would hurt, but actually she was fine. There were lights shining fr...",5,0.9999999999332161,"[0.0, 0.0, 6.678221137054013e-11, 0.0, 0.0, 0.9999999999332161, 0.0, 0.0, 0.0]"
70,"Miranda’s room smelt of musty petals, and she could hear Eliot avoiding her, helping Azwer to shovel...",5,1.0,"[0.0, 0.0, 5.172185309926822e-21, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
71,"In a psychomantium glass topples darkness. Things appear as they really are, people appear as they r...",5,1.0,"[0.0, 0.0, 1.2322873434106345e-18, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
72,Miranda looked in.,0,1.0,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
73,"She looked with the most particular care and she saw Lily Silver standing there in her room, smiling...",5,1.0,"[0.0, 0.0, 7.448220961825215e-29, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
74,"It took half a minute, too long a terror, to realise that she was only looking at herself. Wasn’t sh...",2,1.0,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
75,"Still, Lily seemed to gaze and gaze at her and say, Oh, Miri. You fell asleep. How could you? She ch...",2,1.0,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
76,"Tick, tick (break it break it) tick, tick It was the pain that made her realise what she was doing. ...",5,0.999999847630968,"[0.0, 0.0, 1.5236903222819956e-07, 0.0, 0.0, 0.999999847630968, 0.0, 0.0, 0.0]"
77,"Luc had had the attic converted into two large, low rooms. Azwer and Ezma slept in one, while Deme a...",2,1.0,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
78,"Both girls admitted that they had spent the day before playing around with the lift, pressing button...",2,1.0,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
79,"Or herself, she had thought she was hearing herself.",5,1.0,"[0.0, 0.0, 3.225989225004944e-39, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
80,Her father took her in coolly.,5,1.0,"[0.0, 0.0, 5.794967623039687e-26, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
81,Together they searched the dressing table and desk drawers in his bedroom until they found a gilt-co...,5,1.0,"[0.0, 0.0, 5.638618174351013e-17, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
82,Dress shopping took longer than she had expected. It took the whole afternoon. Luc refused Miranda e...,5,0.9999999999999964,"[0.0, 0.0, 2.9825830741071707e-15, 0.0, 0.0, 0.9999999999999964, 0.0, 0.0, 0.0]"
83,"They moved with increasing disheartenment from shop to shop, hands in their coat pockets, looking at...",2,1.0,"[0.0, 0.0, 1.0, 0.0, 0.0, 1.9804200909866707e-16, 0.0, 0.0, 0.0]"
84,"When she tried on the last dress in the pile he’d built up, she was sure he would like it. He had to...",5,0.999522962777424,"[0.0, 0.0, 0.0004770372225762771, 0.0, 0.0, 0.999522962777424, 0.0, 0.0, 0.0]"
85,"Miranda put a hand over her face and looked through her fingers, the world in pieces, her father’s l...",5,0.9999998015108905,"[0.0, 0.0, 1.9848910921867696e-07, 0.0, 0.0, 0.9999998015108905, 0.0, 0.0, 0.0]"
86,"Miranda dropped her hand and came out of the fitting room, passing the woman who had been talking to...",5,0.9999999999999645,"[0.0, 0.0, 3.72029712242778e-14, 0.0, 0.0, 0.9999999999999645, 0.0, 0.0, 0.0]"
87,"When her father saw her, he rubbed his eyes and leaned his elbow on one of the racks. He bit his knu...",5,1.0,"[0.0, 0.0, 4.115006414191797e-18, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
88,"He looked around. Was his cue written on the walls? Miranda nodded and her reflection nodded, so tha...",2,1.0,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
89,"(I’m not that thin, I’m not that thin) She smoothed the pleated skirt of the dress she had on. She l...",6,1.0,"[0.0, 0.0, 0.0, 0.0, 4.5876205274789126e-32, 0.0, 1.0, 0.0, 0.0]"
90,Luc lightly touched Miranda’s shoulder.,0,1.0,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
91,"She nodded again, everything paralysed but her head and neck. You are being silly, she told herself ...",2,1.0,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
92,"Luc shook the hand that wasn’t holding the saucer, said warmly that he was very glad it hadn’t been ...",5,0.9999999999993001,"[0.0, 0.0, 6.989348681701016e-13, 0.0, 0.0, 0.9999999999993001, 0.0, 0.0, 0.0]"
93,Miranda went to see if Deme and Suryaz were alright.,0,1.0,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
94,They wouldn’t answer after that Emma put her arms around my neck and tried to make me slow dance.,6,1.0,"[0.0, 0.0, 0.0, 0.0, 2.148713644802237e-18, 0.0, 1.0, 0.0, 0.0]"
95,"I nodded, and she went into the kitchen. The room was so bright that I couldn’t look at anything for...",6,1.0,"[0.0, 0.0, 0.0, 0.0, 1.3381272091120005e-17, 0.0, 1.0, 0.0, 0.0]"
96,"What is all this? She came back with a glass of red wine, a can of beer, and a pair of scissors.",7,1.0,"[0.0, 0.0, 1.876724781876981e-17, 0.0, 0.0, 0.0, 0.0, 1.0, 0.0]"
97,"I sat on the sofa. I looked at the scissors, which she laid on the coffee table with the handles wid...",6,0.9999999999961737,"[0.0, 0.0, 0.0, 0.0, 3.8268177442888086e-12, 0.0, 0.9999999999961737, 0.0, 0.0]"
98,She slid slowly down my lap and onto the floor. I didn’t make a sound. It was a matter of principle....,6,0.9999999999995186,"[0.0, 0.0, 0.0, 0.0, 4.812027315045529e-13, 0.0, 0.9999999999995186, 0.0, 0.0]"
99,"I put the scissors down, but she picked them up and tried to force them back into my hand.",6,1.0,"[0.0, 0.0, 0.0, 0.0, 2.0526719650996375e-16, 0.0, 1.0, 0.0, 0.0]"
100,"By the time I stood up, her ponytail had fallen onto the sofa in a silent fan. She turned around and...",6,1.0,"[0.0, 0.0, 0.0, 0.0, 2.457178983829272e-17, 0.0, 1.0, 0.0, 0.0]"
101,"She blew smoke in my face and I drifted towards the door with my best absent-minded smile, as if I h...",6,0.9999999999999964,"[0.0, 0.0, 0.0, 0.0, 3.702157594577372e-15, 0.0, 0.9999999999999964, 0.0, 0.0]"
102,"I didn’t go straight home. I walked around the park opposite our house, kicking at the railings, try...",6,0.9999999993735305,"[0.0, 0.0, 0.0, 0.0, 6.264692274510238e-10, 0.0, 0.9999999993735305, 0.0, 0.0]"
103,"Everyone would believe her because at the back of their minds, everyone thinks that twin brothers an...",2,1.0,"[0.0, 0.0, 1.0, 1.0603686546931655e-298, 0.0, 0.0, 0.0, 0.0, 0.0]"
104,"Lily’s photo studio was a small extension to the house, a lump that had grown on its side when it wa...",2,1.0,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
105,"When Eliot came home that evening, he took the key to Lily’s studio off its hook in the kitchen.",5,1.0,"[0.0, 0.0, 1.2842217276424058e-33, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
106,"She tried to follow him in, but he suddenly and silently pushed the door against her until she squea...",1,1.0,"[0.0, 1.0, 5.722664544293699e-20, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
107,"She thumped her fist against the door, then opened her hand so that it was just her palm, soft on th...",5,1.0,"[0.0, 0.0, 5.628591040421103e-18, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
108,"She stepped inside and slapped him. Then she laughed until she hiccupped, because she hadn’t known s...",5,0.9999999998354099,"[0.0, 0.0, 1.6459122569224057e-10, 0.0, 0.0, 0.9999999998354099, 0.0, 0.0, 0.0]"
109,She didn’t answer. Let him worry.,5,1.0,"[0.0, 0.0, 2.5028815468103695e-58, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
110,"She could see under the counter, a strip about two inches thick. It looked sticky, as if developing ...",5,0.9999999999999964,"[0.0, 0.0, 3.938206088540486e-15, 0.0, 0.0, 0.9999999999999964, 0.0, 0.0, 0.0]"
111,"She wasn’t sure if she could reach it, but Miranda reached an arm under the counter. If her fingers ...",5,1.0,"[0.0, 0.0, 2.663018163040761e-16, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
112,"Lily and Luc had agreed that she and Eliot would take Lily’s surname if they were born grey-eyed, an...",5,0.9999999999981632,"[0.0, 0.0, 1.8372682252413995e-12, 0.0, 0.0, 0.9999999999981632, 0.0, 0.0, 0.0]"
113,"What would Miranda Dufresne have said now, how would she have made things better? She knew what Mira...",2,1.0,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
114,"Miranda looked down at herself, touched her hair, started, then smiled nervously. Maybe the thing sh...",5,0.9999999370080366,"[0.0, 0.0, 6.299196483374612e-08, 0.0, 0.0, 0.9999999370080366, 0.0, 0.0, 0.0]"
115,"Out of his line of sight she was holding a piece of A4 paper, a secret easily unfolded. It was a dra...",5,0.9999999998311218,"[0.0, 0.0, 1.688779988512876e-10, 0.0, 0.0, 0.9999999998311218, 0.0, 0.0, 0.0]"
116,"(How excellent a body, that Stands without a bone) A perfect person has no joints. The arms, emergin...",5,0.9999926455508374,"[0.0, 0.0, 7.354449162785686e-06, 0.0, 0.0, 0.9999926455508374, 0.0, 0.0, 0.0]"
117,"The perfect person was a girl. Bobbed dark hair, black dress, pearls she was too young for, mouth, n...",3,1.0,"[0.0, 0.0, 0.0, 1.0, 5.064454211064662e-22, 0.0, 0.0, 0.0, 0.0]"
118,"Without raising her head, she ran her fingers over the marks she’d made on his face, kissed each of ...",5,0.9999999999918252,"[0.0, 0.0, 8.174487844684192e-12, 0.0, 0.0, 0.9999999999918252, 0.0, 0.0, 0.0]"
119,He shrugged. She took some chalk out of the pocket of her dress. When she offered him a stick of it ...,5,1.0,"[0.0, 0.0, 1.6201961438737628e-19, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
120,Azwer kept his eyes fixed on Luc.,5,1.0,"[0.0, 0.0, 7.178996576352793e-64, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
121,He took Miranda by the shoulders and turned her in the direction of the door.,5,1.0,"[0.0, 0.0, 2.3870862774594443e-31, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
122,"She didn’t look like a promising interview candidate at all, she knew. All the colour in her face wa...",5,1.0,"[0.0, 0.0, 2.82191408187989e-17, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
123,"Miranda’s first interview was an hour and a half after Eliot’s, so she wandered in and out of the en...",2,1.0,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
124,She collided with another girl on her way back into the waiting area outside the interview room. The...,5,1.0,"[0.0, 0.0, 2.2979519580365076e-24, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
125,"Miranda waited until she could look at the girl without it hurting, then lifted her gaze. The girl w...",5,0.9999999999999929,"[0.0, 0.0, 7.047940327959974e-15, 0.0, 0.0, 0.9999999999999929, 0.0, 0.0, 0.0]"
126,The girl looked at the watch on Miranda’s wrist.,0,1.0,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
127,The girl’s hands were shaking. Miranda tried not to stare.,0,1.0,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
128,The girl looked Miranda up and down and quietly advised her that she probably had nothing to worry a...,5,1.0,"[0.0, 0.0, 7.242148523527524e-39, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
129,"Miranda could see how hard Ore was trying to take full breaths, to be calm. The only thing was to us...",0,1.0,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
130,Ore perched herself on the stair rail and closed her eyes.,5,1.0,"[0.0, 0.0, 5.0293948178457214e-33, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
131,"They walked back upstairs together, arm in shaky arm. Ore wouldn’t let Miranda talk because, she sai...",5,1.0,"[0.0, 0.0, 7.807634916520589e-22, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
132,"Miranda thought about Ore throughout her interview, even when it descended into a semi-aggressive de...",5,0.9999999999999893,"[0.0, 0.0, 1.1710681172400676e-14, 0.0, 0.0, 0.9999999999999893, 0.0, 0.0, 0.0]"
133,She held her hand out expectantly.,5,1.0,"[0.0, 0.0, 9.589561620779267e-30, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
134,She demanded the time of the boy nearest her and rushed down the college steps. The nervousness in h...,5,0.9999999999998472,"[0.0, 0.0, 1.5273047051308586e-13, 0.0, 0.0, 0.9999999999998472, 0.0, 0.0, 0.0]"
135,"Since Azwer and Ezma were leaving, Miranda felt she should give their daughters something. Suryaz an...",2,1.0,"[0.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
136,"Miranda didn’t have to go back to school until after the Christmas holidays, so for Suryaz she spent...",5,1.0,"[0.0, 0.0, 4.53393219637504e-19, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
137,When Suryaz and Deme came home in the afternoons and sat down in the kitchen for their after-school ...,6,0.9999999967083024,"[0.0, 0.0, 0.0, 0.0, 3.291697929213788e-09, 0.0, 0.9999999967083024, 0.0, 0.0]"
138,"Each night Miranda worked on the doll and then she spent the day in bed, half dreaming of her needle...",5,0.9999999957741821,"[0.0, 0.0, 4.225817008462519e-09, 0.0, 0.0, 0.9999999957741821, 0.0, 0.0, 0.0]"
139,Ezma called her daughters from the floor below. Suryaz said something to Deme in Azeri. Deme replied...,5,1.0,"[0.0, 0.0, 8.30171414074785e-18, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
140,Miranda shook hands with Suryaz. Deme shook hands with Miranda. Each said goodbye.,0,1.0,"[1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]"
141,"Miranda stretched, then sat for a while after the noise of their departure had died in her ears. She...",5,0.9999999999633857,"[0.0, 0.0, 3.6615640060065154e-11, 0.0, 0.0, 0.9999999999633857, 0.0, 0.0, 0.0]"
142,Then she opened Suryaz and Deme’s letter. It was written in a round and extra neat hand that was unm...,5,1.0,"[0.0, 0.0, 5.272406126963569e-24, 0.0, 0.0, 1.0, 0.0, 0.0, 0.0]"
